age_at_enrollment,course,tuition_fee_status,semester_performance,attendance_rate,num_failed_courses,financial_aid,dropped_out
17,engineering,partial,0.64,0.94,2,1,0
27,science,partial,0.71,1.0,1,1,0
27,engineering,partial,0.66,0.78,0,0,1
25,arts,paid,0.59,0.92,0,0,0
29,business,partial,0.68,0.89,0,1,0
27,engineering,unpaid,0.62,0.84,0,0,1
29,business,unpaid,0.65,0.77,0,0,1
25,science,unpaid,0.57,0.96,0,1,1
21,engineering,paid,0.78,0.8,0,0,0
26,law,partial,0.89,0.86,0,1,0
20,business,partial,0.57,0.94,2,1,0
27,engineering,paid,0.68,0.75,0,1,0
22,arts,unpaid,0.54,0.74,0,0,0
28,arts,partial,0.76,1.0,0,0,0
23,science,paid,0.73,0.76,1,1,0
21,science,paid,0.61,1.0,0,0,0
27,science,unpaid,0.69,0.84,1,0,0
29,law,paid,0.83,0.81,2,1,0
26,science,paid,0.46,0.82,1,0,0
25,business,paid,0.51,0.84,1,0,1
19,arts,paid,0.79,0.98,1,0,0
23,business,unpaid,0.71,0.93,0,0,0
26,engineering,paid,0.69,0.83,1,0,0
26,science,partial,0.84,0.66,2,0,0
27,arts,unpaid,0.81,0.85,0,1,1
21,engineering,partial,0.96,0.86,1,0,0
23,engineering,paid,0.83,0.98,1,0,0
18,arts,partial,0.78,0.7,0,0,0
20,business,paid,0.69,0.8,0,0,0
18,arts,paid,0.68,0.8,0,0,0
29,business,partial,0.7,0.84,0,1,1
29,arts,unpaid,0.73,0.86,0,1,0
28,business,partial,0.52,0.89,1,0,1
23,engineering,unpaid,0.74,0.66,0,1,1
18,engineering,partial,0.66,0.87,0,0,0
29,business,partial,0.75,0.87,0,1,0
27,arts,unpaid,0.61,0.86,0,0,1
17,engineering,paid,0.6,0.83,1,1,0
25,arts,paid,0.73,0.51,0,1,0
17,engineering,partial,0.77,0.91,1,1,0
24,business,partial,0.61,0.75,2,0,0
18,arts,paid,0.9,0.91,0,0,0
28,business,paid,0.9,0.98,0,0,0
24,science,paid,0.46,0.68,0,0,1
29,engineering,partial,0.58,0.91,0,0,0
19,law,unpaid,0.72,0.73,0,0,0
22,business,unpaid,0.76,0.85,0,0,1
19,business,partial,1.0,0.84,1,0,0
23,business,unpaid,0.72,0.93,1,0,0
26,business,paid,0.68,0.91,0,0,0
25,business,paid,0.53,0.88,0,0,0
18,arts,paid,0.46,0.69,0,0,0
28,engineering,partial,0.68,0.6,1,1,1
28,engineering,paid,1.0,0.94,1,0,1
21,arts,partial,0.67,0.92,1,1,0
29,arts,partial,0.58,0.75,0,0,0
22,arts,paid,0.77,0.88,0,1,1
20,engineering,unpaid,0.4,0.83,0,1,0
20,science,partial,0.71,0.96,0,0,0
20,science,paid,0.82,0.86,2,0,0
18,law,paid,0.56,0.94,0,0,0
20,arts,partial,0.91,0.79,0,0,1
27,science,paid,0.8,0.88,1,0,0
17,science,paid,0.91,0.81,0,1,0
28,arts,partial,0.49,0.79,0,0,1
22,arts,unpaid,0.67,0.62,1,1,1
17,law,paid,0.84,0.94,0,0,0
26,business,unpaid,0.48,1.0,0,0,1
22,arts,unpaid,0.84,0.71,0,0,0
17,engineering,paid,0.67,0.92,0,0,0
22,engineering,partial,0.84,0.92,2,1,0
26,science,paid,0.73,0.8,1,0,0
24,business,paid,0.91,0.78,2,1,1
27,arts,partial,0.51,0.97,0,1,0
18,engineering,partial,0.75,0.96,0,0,0
18,business,paid,0.47,0.9,2,0,0
29,business,unpaid,0.76,0.8,1,1,0
28,engineering,partial,0.75,0.96,0,0,0
20,science,unpaid,0.66,0.77,0,0,0
27,engineering,paid,0.58,0.99,0,0,1
19,arts,unpaid,0.65,1.0,1,1,1
20,business,paid,0.71,0.97,2,0,1
29,engineering,paid,0.74,0.88,0,1,1
28,science,partial,0.99,0.6,1,1,0
23,science,partial,0.83,0.83,1,0,0
29,science,partial,0.61,1.0,1,0,0
27,engineering,paid,0.79,0.94,0,0,0
17,engineering,paid,0.83,0.89,0,0,1
22,engineering,partial,0.6,0.78,1,0,0
19,business,paid,0.81,0.95,2,0,0
27,science,partial,0.48,0.69,0,1,0
26,science,paid,0.6,0.83,0,0,0
23,science,unpaid,0.49,1.0,0,1,0
26,law,partial,0.67,0.77,0,0,0
18,science,partial,0.63,0.91,1,1,1
18,arts,unpaid,0.64,0.67,0,0,1
29,engineering,partial,0.82,0.78,0,1,1
20,business,paid,0.71,0.87,0,0,0
17,engineering,paid,0.82,0.89,1,0,0
19,engineering,partial,0.94,1.0,1,0,1
29,business,paid,1.0,0.8,0,0,0
25,science,partial,0.68,0.91,0,0,0
23,engineering,paid,0.78,0.91,1,1,1
23,science,paid,0.68,0.79,0,0,0
29,science,partial,0.85,0.95,1,0,0
29,arts,unpaid,0.82,0.92,0,0,1
27,engineering,partial,0.6,0.82,0,1,0
20,engineering,unpaid,0.62,0.87,0,0,1
18,science,unpaid,0.91,0.75,1,0,0
20,science,paid,0.62,0.76,0,0,0
22,science,paid,0.68,0.85,2,1,0
27,business,partial,0.8,0.92,1,0,0
27,engineering,unpaid,0.68,0.82,1,0,0
19,engineering,partial,0.93,0.79,0,0,0
17,science,unpaid,0.85,0.83,0,0,0
28,engineering,paid,0.57,0.93,1,0,1
24,arts,paid,0.61,0.71,0,0,1
28,arts,partial,0.79,0.94,1,1,0
29,engineering,paid,0.69,0.9,1,0,1
21,engineering,paid,0.41,0.71,1,0,0
21,arts,paid,0.55,0.83,0,0,0
27,engineering,paid,0.74,0.91,0,0,0
20,engineering,partial,0.83,0.66,1,0,0
22,science,unpaid,0.84,0.75,0,0,1
19,science,unpaid,0.99,0.7,1,0,0
25,engineering,partial,0.6,0.79,0,1,0
21,science,paid,0.6,0.95,1,0,0
19,arts,partial,0.7,0.93,1,0,0
27,business,paid,0.45,0.8,0,0,1
17,science,paid,0.7,0.95,1,0,1
26,science,paid,0.67,0.92,0,1,0
28,science,unpaid,0.82,0.98,1,1,1
22,engineering,unpaid,0.84,0.84,0,0,1
18,engineering,partial,0.75,0.9,0,0,0
29,science,partial,0.7,1.0,0,0,0
19,arts,paid,0.75,0.82,0,0,0
17,engineering,partial,0.58,0.84,1,1,0
25,science,partial,0.69,0.83,0,0,0
24,science,paid,0.7,0.84,0,0,0
28,science,paid,0.69,0.91,0,0,0
18,arts,unpaid,0.67,0.86,0,1,0
28,science,partial,0.61,0.71,0,0,0
27,engineering,unpaid,0.55,0.85,1,0,1
24,engineering,unpaid,0.67,0.8,0,0,1
28,business,unpaid,0.79,0.68,0,0,0
25,engineering,paid,0.44,0.96,3,0,0
17,arts,paid,0.63,0.8,0,0,0
29,business,paid,1.0,0.89,0,0,0
21,arts,paid,0.67,0.53,0,0,0
24,engineering,partial,0.72,0.9,1,0,0
27,engineering,partial,0.98,0.82,2,0,0
18,arts,partial,0.75,0.69,1,1,0
20,arts,paid,0.75,0.79,0,0,0
23,science,unpaid,0.56,0.78,0,0,0
19,science,paid,0.75,0.93,0,0,0
29,arts,paid,0.7,0.86,0,0,0
28,science,partial,0.84,0.7,0,0,1
21,engineering,partial,0.89,0.89,1,0,0
24,engineering,paid,0.7,0.64,2,1,1
28,science,paid,0.76,0.74,0,1,0
26,arts,partial,0.42,0.85,0,0,0
19,law,paid,0.36,0.79,2,0,0
20,arts,paid,0.86,0.97,1,0,0
25,science,partial,0.33,0.87,1,0,0
23,arts,paid,0.75,0.91,0,0,1
17,arts,paid,0.67,0.92,0,0,1
28,arts,paid,0.88,0.81,0,0,1
20,science,unpaid,0.69,0.74,0,0,1
20,business,unpaid,0.97,0.85,1,0,0
25,law,paid,0.67,0.94,0,1,0
22,engineering,paid,0.87,0.83,1,0,1
25,engineering,paid,0.48,0.91,0,1,0
28,arts,paid,0.35,0.85,1,0,0
22,business,partial,0.7,0.69,0,0,0
22,science,partial,0.49,0.7,2,0,1
21,arts,paid,0.69,1.0,0,1,0
21,business,paid,0.64,0.73,0,0,0
18,arts,paid,0.79,0.79,0,0,0
24,business,paid,0.54,0.94,2,1,0
24,science,paid,0.76,0.73,0,0,0
27,engineering,partial,0.83,0.78,0,1,0
29,arts,partial,0.67,0.83,0,1,1
17,law,partial,0.77,0.82,0,0,0
24,science,paid,0.55,0.75,1,1,0
21,business,partial,0.64,0.83,0,0,0
18,business,paid,0.5,0.92,2,1,0
18,engineering,paid,1.0,0.84,1,0,0
22,business,partial,0.88,0.78,1,0,0
27,science,paid,0.95,0.94,0,1,0
29,business,partial,0.88,1.0,1,0,0
25,engineering,partial,0.6,0.95,0,1,1
17,engineering,unpaid,0.47,0.74,0,0,0
28,engineering,unpaid,0.64,0.74,0,0,0
22,engineering,paid,0.77,0.89,1,1,0
25,engineering,unpaid,0.66,0.87,0,0,0
24,arts,partial,0.36,0.73,1,1,1
27,engineering,partial,0.81,0.88,0,0,0
22,engineering,paid,0.46,0.86,0,1,1
19,business,unpaid,0.64,1.0,0,1,1
24,engineering,paid,0.96,0.81,0,0,1
25,engineering,unpaid,0.71,0.99,0,1,1
17,arts,paid,0.86,0.99,2,0,0
28,engineering,partial,0.75,0.78,3,1,1
25,business,paid,0.55,0.89,1,0,0
22,engineering,paid,0.81,0.83,0,0,0
22,science,paid,0.69,0.82,0,0,1
28,law,paid,0.48,0.87,2,0,0
20,science,paid,0.45,0.77,0,1,0
17,business,paid,0.76,0.69,0,0,0
26,science,partial,1.0,0.8,0,0,0
24,business,unpaid,0.54,0.97,2,0,0
18,engineering,partial,0.56,0.83,0,0,0
28,arts,paid,0.76,0.85,0,0,0
17,science,paid,0.5,0.93,0,0,0
18,arts,paid,1.0,0.69,0,0,0
17,engineering,unpaid,0.57,0.89,1,1,1
17,science,unpaid,0.63,1.0,0,1,1
25,science,paid,0.58,0.86,0,0,0
29,engineering,paid,0.84,0.66,0,0,1
17,business,unpaid,1.0,0.84,0,1,0
29,engineering,unpaid,0.59,0.91,1,1,0
20,science,unpaid,0.83,0.86,1,1,1
26,engineering,unpaid,0.5,0.88,1,0,1
22,arts,paid,0.84,0.89,1,0,0
23,science,paid,0.96,0.76,0,0,0
18,arts,paid,0.92,0.77,0,1,0
22,business,paid,0.72,0.81,1,0,0
23,arts,paid,0.55,0.89,1,0,1
26,engineering,partial,0.7,0.73,0,0,0
26,business,paid,0.65,1.0,0,0,0
18,engineering,paid,0.63,0.61,0,0,0
18,arts,paid,0.73,0.68,0,0,0
26,engineering,paid,0.69,0.91,0,0,0
23,business,paid,0.81,0.9,1,0,0
28,law,unpaid,0.81,0.84,1,1,0
17,law,unpaid,0.69,0.92,1,0,0
24,arts,paid,0.76,0.91,0,1,1
27,engineering,partial,0.9,0.85,1,0,1
29,arts,paid,0.62,0.88,0,0,0
19,science,partial,0.7,0.54,1,0,1
27,engineering,paid,0.55,0.84,1,0,1
22,law,paid,0.77,0.85,0,0,0
25,arts,unpaid,0.73,1.0,1,0,0
22,law,paid,0.77,0.77,0,0,0
25,science,paid,0.55,0.85,1,1,0
23,science,paid,0.81,0.99,1,1,1
25,arts,paid,0.72,0.91,2,0,0
18,engineering,paid,0.85,0.85,1,1,0
28,arts,unpaid,0.63,0.95,0,0,0
24,arts,partial,0.8,0.77,0,1,0
24,engineering,partial,0.77,1.0,0,0,0
18,business,paid,0.93,0.91,0,0,0
28,arts,paid,0.68,0.69,1,0,0
20,business,paid,0.62,0.79,0,0,0
27,business,paid,0.63,0.63,0,1,0
23,engineering,partial,0.53,0.93,0,0,0
27,law,paid,0.62,0.91,0,0,0
20,engineering,unpaid,0.35,0.8,0,0,0
20,arts,paid,0.91,0.97,1,0,0
22,arts,paid,0.99,0.84,0,1,0
26,science,paid,0.68,1.0,0,1,0
22,engineering,paid,0.77,0.73,0,1,1
26,arts,paid,0.72,0.91,0,0,1
19,business,paid,0.5,0.81,0,0,0
25,engineering,paid,0.85,0.78,0,0,1
28,business,partial,0.88,0.83,1,0,0
26,law,partial,0.54,0.89,1,0,0
27,law,paid,0.75,0.86,1,0,0
18,engineering,paid,0.66,0.92,1,1,1
22,engineering,partial,0.88,0.91,1,0,0
28,arts,unpaid,0.69,1.0,0,0,1
23,arts,partial,0.69,0.73,1,0,0
28,engineering,paid,0.97,0.69,2,0,0
29,engineering,partial,0.51,0.84,0,0,1
25,law,partial,0.74,0.77,0,0,1
29,law,paid,0.71,0.94,1,1,0
19,engineering,unpaid,0.61,0.74,1,1,1
26,arts,paid,1.0,0.8,2,1,0
19,arts,unpaid,0.75,0.82,0,0,1
23,engineering,partial,0.8,1.0,0,0,0
20,business,partial,0.82,1.0,1,0,0
29,business,partial,0.65,0.74,2,0,1
24,science,paid,0.89,0.63,0,0,0
29,science,partial,0.86,0.79,0,1,0
23,business,unpaid,0.68,0.85,0,0,1
21,business,partial,0.84,0.85,0,0,0
23,engineering,unpaid,0.89,0.84,1,1,0
19,business,unpaid,0.82,0.93,1,0,0
28,arts,unpaid,0.57,0.81,0,0,1
18,engineering,partial,0.69,0.87,1,1,0
22,engineering,partial,0.77,0.91,0,0,0
18,engineering,paid,0.74,0.87,1,1,0
19,law,partial,0.59,0.92,0,0,0
22,engineering,paid,0.66,0.68,0,1,1
21,engineering,paid,0.75,0.86,1,0,0
24,arts,paid,0.47,0.87,0,0,1
25,business,unpaid,0.7,0.83,1,0,0
27,engineering,unpaid,0.8,0.79,0,0,0
19,law,partial,0.74,0.9,0,1,0
28,science,paid,0.57,0.86,2,0,0
26,business,partial,0.6,0.84,0,1,1
19,business,partial,0.92,0.82,1,0,1
19,engineering,paid,0.56,0.82,0,1,0
29,arts,paid,0.88,0.77,0,0,0
29,science,paid,0.61,0.8,0,0,1
22,engineering,partial,0.87,0.76,0,1,0
17,engineering,partial,0.78,0.81,0,1,0
23,business,paid,0.65,0.89,0,1,1
28,engineering,unpaid,0.44,0.93,1,0,0
17,law,paid,0.76,0.84,1,0,0
21,engineering,paid,0.73,0.84,0,0,0
26,science,paid,0.76,0.86,0,1,0
29,business,paid,0.78,0.95,0,0,0
24,science,paid,0.5,0.83,1,0,0
20,arts,paid,0.76,0.9,0,1,0
21,business,partial,0.81,0.89,1,1,1
20,science,paid,0.81,0.79,2,1,0
28,arts,partial,0.51,0.92,0,1,0
28,arts,partial,0.87,0.64,1,0,0
20,business,paid,0.76,0.96,2,0,0
28,science,partial,0.78,0.73,0,1,0
24,arts,paid,0.57,0.84,0,0,1
18,law,unpaid,0.81,0.93,0,0,1
17,engineering,unpaid,0.44,0.81,0,1,1
19,arts,paid,0.57,0.87,0,1,0
25,science,unpaid,0.89,0.93,1,1,0
20,business,partial,0.81,1.0,2,0,0
26,science,unpaid,0.74,0.85,0,0,0
21,law,partial,0.84,0.87,0,1,1
18,arts,paid,0.85,0.85,0,0,0
20,engineering,unpaid,0.81,0.83,2,1,0
18,engineering,paid,0.67,0.72,0,1,0
18,science,paid,0.57,0.74,0,0,0
20,science,paid,0.6,0.85,0,1,0
22,engineering,paid,0.91,0.88,2,0,0
23,engineering,partial,0.51,0.98,1,0,0
26,engineering,partial,0.77,0.83,0,0,0
19,science,unpaid,0.77,1.0,2,1,1
19,arts,paid,0.92,0.73,0,0,0
26,arts,unpaid,0.77,0.87,0,0,0
22,business,unpaid,0.64,0.82,1,0,1
29,science,paid,0.64,0.72,1,1,0
28,business,paid,0.7,0.68,1,0,0
19,business,unpaid,0.87,0.81,0,0,1
29,engineering,partial,0.82,0.81,0,0,0
18,business,partial,0.54,0.76,0,1,1
24,science,partial,0.74,0.93,1,0,0
21,law,paid,0.82,0.81,0,1,0
17,engineering,paid,0.66,0.75,0,0,0
19,engineering,partial,0.38,0.83,0,0,1
26,engineering,paid,0.67,0.79,1,0,0
24,arts,partial,0.48,1.0,1,0,0
20,science,unpaid,0.45,0.82,0,0,1
23,engineering,partial,0.86,0.76,0,1,0
26,arts,unpaid,1.0,1.0,0,0,1
28,arts,paid,0.9,0.92,0,0,0
18,engineering,partial,0.31,0.86,0,0,0
23,arts,partial,0.67,0.77,0,1,1
21,engineering,unpaid,0.61,0.93,1,1,0
21,arts,partial,0.48,0.7,0,0,1
22,science,paid,0.77,0.92,2,0,1
29,business,unpaid,0.67,0.88,1,0,1
25,engineering,partial,0.53,0.95,1,1,0
22,law,paid,0.39,0.61,1,0,1
28,business,partial,0.61,0.76,0,0,0
29,science,unpaid,0.7,0.75,0,0,0
24,engineering,partial,0.68,0.74,0,1,1
23,engineering,paid,0.86,0.89,1,0,0
25,engineering,unpaid,0.75,0.82,0,0,0
20,engineering,partial,0.65,0.76,0,0,0
18,arts,partial,0.58,0.74,0,0,0
23,law,paid,0.43,0.75,0,1,0
22,arts,paid,0.54,0.94,0,0,1
17,engineering,partial,0.9,0.84,0,0,0
27,business,unpaid,0.83,0.93,0,0,0
25,engineering,paid,0.74,1.0,0,0,0
25,business,paid,0.63,0.85,1,0,0
28,business,paid,0.89,0.71,0,0,0
18,science,partial,0.55,0.84,0,0,1
19,law,paid,0.55,1.0,0,0,1
21,engineering,paid,0.69,0.96,0,0,0
21,business,paid,0.37,0.79,2,0,1
17,law,partial,0.54,0.82,0,0,1
24,science,paid,0.66,0.93,0,0,1
28,arts,paid,0.63,0.9,0,0,0
24,law,unpaid,0.55,0.93,2,0,1
20,engineering,paid,1.0,0.83,0,0,0
29,law,paid,0.9,0.89,0,0,0
23,engineering,unpaid,0.96,0.82,0,0,1
27,business,paid,0.69,0.99,1,1,0
26,science,partial,0.63,0.7,0,0,1
19,engineering,paid,0.94,0.7,1,0,0
22,arts,partial,0.71,0.78,0,1,0
26,arts,paid,0.54,0.78,0,1,0
29,law,unpaid,0.55,0.7,0,0,0
26,science,paid,0.65,0.68,0,0,1
28,science,paid,0.7,0.96,0,1,0
25,business,partial,0.71,0.83,1,1,0
17,science,unpaid,0.67,0.83,0,1,0
21,arts,paid,1.0,0.86,1,0,0
20,arts,unpaid,0.5,1.0,1,0,0
24,science,paid,0.8,0.86,0,0,0
27,arts,partial,0.63,0.84,0,0,0
28,engineering,paid,0.69,0.79,0,0,0
17,engineering,partial,0.84,0.91,1,1,1
25,engineering,paid,0.43,0.84,0,1,0
22,science,paid,0.56,1.0,0,0,0
20,arts,paid,0.68,0.83,0,0,0
28,science,paid,0.92,0.95,2,0,0
25,arts,unpaid,0.92,0.78,0,0,0
27,engineering,unpaid,0.89,0.78,0,1,0
21,arts,partial,0.37,0.67,0,0,1
21,science,paid,0.54,0.93,0,0,0
28,business,paid,0.55,0.85,0,0,0
21,law,partial,0.69,0.91,1,1,1
17,business,unpaid,0.42,1.0,0,0,0
17,business,paid,0.86,0.77,0,0,1
24,business,unpaid,0.4,0.75,1,0,0
28,law,unpaid,0.85,0.77,0,1,0
24,science,unpaid,0.83,0.64,0,0,1
28,engineering,paid,0.54,0.83,0,1,0
22,business,paid,0.89,0.94,0,0,0
28,business,paid,0.65,0.85,2,0,0
27,science,partial,0.61,0.69,1,0,0
29,engineering,paid,0.64,0.81,1,0,0
20,science,paid,0.65,0.86,0,1,0
18,law,partial,0.66,0.95,0,1,0
18,engineering,paid,0.67,0.93,0,0,0
25,science,paid,0.57,0.82,0,0,0
21,engineering,partial,0.6,0.82,1,1,0
20,engineering,partial,0.61,0.91,1,0,1
26,engineering,partial,0.95,0.79,0,0,0
29,engineering,paid,0.61,0.94,0,0,1
17,science,partial,0.6,0.78,0,1,1
23,engineering,partial,0.93,1.0,0,0,0
19,engineering,paid,0.65,0.87,0,0,1
22,engineering,partial,0.57,0.65,1,0,0
21,engineering,paid,0.53,0.91,2,0,0
21,engineering,paid,0.49,0.88,1,0,0
27,business,paid,0.78,0.9,1,1,0
21,engineering,paid,0.43,1.0,1,1,1
17,science,paid,0.9,0.82,1,0,0
17,science,unpaid,0.69,0.69,0,0,1
19,engineering,paid,0.63,0.98,0,0,0
28,science,unpaid,0.67,0.67,1,0,0
26,engineering,partial,0.77,0.78,2,0,0
20,engineering,paid,0.63,0.85,0,1,0
21,engineering,paid,0.67,0.76,0,0,0
18,arts,partial,0.86,0.84,2,0,1
24,business,partial,0.75,0.84,1,0,1
27,science,paid,0.51,1.0,0,0,1
27,arts,paid,0.59,0.61,1,0,0
18,science,partial,0.43,0.86,1,0,0
25,engineering,paid,0.79,0.76,0,0,0
18,science,unpaid,0.81,0.79,0,0,0
29,engineering,partial,0.56,0.92,0,1,0
25,engineering,paid,1.0,0.9,0,0,0
23,engineering,paid,1.0,0.88,1,0,0
24,engineering,paid,0.7,0.72,1,1,1
27,business,unpaid,0.58,0.97,1,0,1
18,science,paid,0.74,0.76,0,0,1
23,engineering,paid,0.58,0.99,0,0,1
28,science,partial,0.84,0.79,0,0,0
22,business,paid,0.72,0.95,0,0,0
20,science,paid,0.74,0.86,1,1,0
23,engineering,unpaid,0.96,0.68,0,0,0
29,arts,paid,0.61,0.81,1,0,0
20,law,unpaid,0.61,1.0,2,0,0
18,business,unpaid,0.83,0.93,0,0,1
26,arts,paid,0.64,0.81,0,0,1
28,engineering,paid,0.94,0.98,0,0,0
23,engineering,paid,0.85,0.88,0,0,0
24,business,partial,0.64,1.0,0,0,0
18,science,paid,0.43,0.84,1,0,0
21,engineering,unpaid,0.48,0.82,0,0,0
17,business,partial,0.63,0.95,0,0,1
23,business,paid,0.76,0.88,0,0,0
24,business,partial,0.87,0.91,0,0,0
29,business,paid,0.67,0.76,1,0,1
22,science,unpaid,0.57,0.97,1,1,1
21,arts,partial,0.68,0.95,1,0,1
22,science,paid,0.7,0.99,0,1,0
18,engineering,paid,0.9,0.71,0,1,0
17,engineering,unpaid,0.89,0.73,2,0,0
23,engineering,partial,0.55,0.78,0,0,1
23,engineering,unpaid,0.77,0.83,0,1,0
26,engineering,paid,0.57,0.72,0,0,1
27,engineering,paid,0.58,0.91,0,0,0
26,science,paid,0.86,0.81,0,1,0
18,engineering,partial,0.67,0.98,0,0,0
18,science,paid,0.8,1.0,1,0,0
17,engineering,paid,0.78,0.79,1,1,0
26,law,partial,0.69,0.77,1,0,0
24,science,partial,0.75,0.92,0,1,0
24,engineering,paid,0.73,0.86,1,0,0
17,science,paid,0.53,0.89,0,0,1
28,business,partial,0.77,0.98,0,1,0
27,science,paid,0.59,0.82,0,0,1
24,business,paid,0.54,0.74,0,0,0
25,business,paid,0.83,0.73,0,0,0
20,science,partial,0.61,0.83,0,0,1
17,arts,unpaid,0.87,0.81,0,1,0
17,engineering,paid,0.86,0.94,4,0,1
19,science,paid,0.63,0.99,1,0,0
21,arts,unpaid,0.86,0.99,1,0,0
21,arts,unpaid,0.64,0.78,1,0,0
25,engineering,partial,0.69,0.77,0,0,1
26,arts,unpaid,0.77,0.67,2,0,1
28,law,partial,1.0,0.85,1,0,0
18,engineering,partial,0.84,0.94,1,0,0
18,arts,paid,0.69,0.78,1,0,0
22,business,paid,0.72,0.7,1,1,0
25,science,paid,0.46,1.0,0,0,0
17,arts,unpaid,0.85,0.78,0,1,0
25,arts,unpaid,0.83,0.84,0,1,1
25,law,partial,0.74,0.8,0,0,0
29,business,paid,0.81,0.72,1,1,0
25,engineering,paid,0.4,0.94,0,0,0
21,engineering,paid,0.54,0.68,0,1,1
29,arts,paid,0.97,0.96,0,0,0
25,engineering,partial,0.66,0.88,0,0,0
27,engineering,unpaid,0.81,0.82,1,1,0
20,science,paid,0.59,0.82,0,1,0
18,engineering,paid,0.63,0.9,0,0,0
29,science,partial,0.98,0.79,3,0,1
22,engineering,paid,0.68,0.87,3,1,0
20,science,unpaid,0.78,0.76,1,0,1
22,science,paid,0.72,0.63,0,0,0
19,engineering,paid,0.74,0.91,0,0,0
22,business,paid,0.73,1.0,2,1,0
18,engineering,paid,0.4,0.91,1,1,1
18,science,partial,0.77,0.85,1,1,0
29,science,paid,0.62,0.81,0,0,1
25,arts,paid,0.97,0.81,1,0,0
23,arts,paid,0.58,0.81,2,0,1
19,arts,paid,0.63,0.87,1,1,1
29,science,paid,1.0,0.61,0,0,0
27,arts,partial,0.81,0.59,0,0,1
17,engineering,partial,0.55,0.9,2,0,0
24,arts,unpaid,0.73,0.83,0,0,0
22,engineering,paid,0.52,0.75,0,0,0
23,science,paid,0.74,0.75,0,0,0
25,engineering,paid,0.58,0.79,0,1,0
21,business,paid,0.98,0.81,1,0,0
17,engineering,partial,0.76,0.99,1,0,0
28,engineering,unpaid,0.78,0.74,0,0,0
26,business,partial,0.84,0.93,1,0,0
23,law,paid,0.86,0.91,0,0,0
21,science,paid,0.6,0.83,0,1,1
19,engineering,unpaid,0.71,0.93,1,1,1
28,engineering,paid,0.63,0.89,1,0,1
29,science,paid,1.0,0.72,0,1,0
25,arts,unpaid,0.36,0.79,1,0,1
17,engineering,partial,0.61,0.89,0,0,0
17,science,partial,0.69,0.79,0,0,0
17,science,paid,0.72,0.91,1,0,1
19,law,paid,0.72,0.97,0,1,1
28,law,paid,0.69,0.85,1,1,0
22,science,partial,0.68,0.79,0,1,0
26,engineering,paid,0.74,0.78,0,1,1
27,engineering,unpaid,0.77,0.81,1,0,1
19,business,unpaid,0.97,0.81,0,0,0
24,business,partial,0.97,0.94,0,0,0
26,arts,paid,0.75,0.79,0,0,0
18,arts,paid,0.63,0.83,1,0,0
25,arts,partial,0.64,0.93,0,1,1
19,business,partial,0.5,0.82,0,1,0
21,engineering,partial,0.84,0.81,0,0,0
26,engineering,paid,0.69,0.94,1,0,0
24,business,partial,0.77,0.97,0,0,0
18,science,partial,0.75,0.85,1,0,0
22,engineering,paid,0.6,1.0,1,1,0
28,business,partial,0.58,0.87,0,0,0
21,science,partial,0.63,0.94,0,0,0
29,arts,paid,0.77,1.0,0,1,0
26,engineering,paid,0.69,0.79,1,0,0
25,arts,partial,0.44,0.8,0,0,0
28,engineering,paid,0.55,0.93,0,0,0
21,law,partial,0.66,0.83,1,0,0
18,engineering,partial,0.7,0.76,0,1,0
21,business,unpaid,0.78,0.82,0,0,0
28,engineering,partial,0.71,0.71,1,0,0
20,arts,paid,0.65,0.85,0,0,0
27,business,paid,0.64,0.87,1,0,1
23,engineering,unpaid,0.73,0.96,0,0,0
22,arts,paid,0.76,0.97,1,1,0
18,engineering,partial,0.65,0.82,1,0,1
28,arts,partial,0.54,1.0,0,1,1
27,business,paid,0.69,0.74,0,0,0
27,arts,paid,0.6,0.71,1,0,0
29,science,partial,0.74,0.73,0,1,0
21,business,unpaid,0.92,0.73,0,0,0
23,arts,paid,0.5,0.93,0,0,1
27,engineering,unpaid,0.87,1.0,2,0,0
23,arts,partial,0.77,1.0,0,0,0
21,science,unpaid,0.87,0.66,0,0,0
28,engineering,paid,0.63,0.94,1,0,0
25,science,paid,0.48,1.0,0,0,0
20,engineering,unpaid,0.73,0.95,0,0,1
27,science,unpaid,0.91,0.79,0,0,0
19,engineering,paid,0.54,0.87,0,1,0
20,science,partial,0.56,0.75,0,1,0
21,arts,unpaid,0.79,0.92,0,0,0
29,engineering,paid,0.62,0.7,0,0,0
22,engineering,partial,0.95,0.92,0,0,0
19,arts,unpaid,0.8,0.78,0,0,0
18,law,paid,0.59,0.89,2,1,0
29,engineering,paid,0.62,0.82,0,0,0
20,engineering,partial,0.62,0.81,1,0,0
21,business,paid,0.69,0.94,0,0,0
20,arts,paid,0.75,1.0,0,0,1
27,business,unpaid,0.73,0.76,0,0,0
29,business,partial,0.53,0.87,0,0,0
28,engineering,unpaid,0.84,0.74,0,0,1
19,law,unpaid,0.66,0.8,0,0,1
24,arts,paid,0.56,0.78,0,0,0
26,engineering,paid,0.63,0.72,1,1,1
20,science,paid,0.85,0.96,1,0,0
18,business,paid,0.73,0.86,0,0,1
18,arts,partial,0.74,0.8,1,0,1
17,business,partial,0.52,0.84,1,0,1
29,engineering,paid,0.72,0.97,0,0,1
20,arts,paid,0.85,0.95,0,0,0
26,science,paid,0.43,0.91,1,0,0
25,engineering,partial,0.64,0.78,0,0,0
27,arts,paid,0.79,0.86,1,0,0
